"Country Name","Income Level","Region","Year","CO2 emissions (metric tons per capita)","Agriculture, forestry, and fishing, value added (% of GDP)","Energy intensity level of primary energy","Land Surface Temperature","Nitrous oxide emissions","Methane emissions","Population ages 65 and above (% of total population)","Unemployment, total (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Government expenditure on education, total","Control of Corruption: Estimate","Government Effectiveness: Estimate","GDP growth (annual %)","Regulatory Quality: Estimate","Rule of Law: Estimate","Voice and Accountability: Estimate","Political Stability and Absence of Violence/Terrorism","School enrollment, primary and secondary, gender parity index","ESG_Score","ESG_Rank"
Mongolia,Lower Middle Income,East Asia & Pacific,2019,7.13704541,11.55838286,7.01,15.8755473,4.297076812,5.812964524,4.123137102,5.43900013,16.0,71.822,2.937,38.10615921,-0.43183437,-0.191707879,5.602244219,0.04072449,-0.236219063,0.323747635,0.634378731,0.992600024,81.854978783,39
Montenegro,Upper Middle Income,Europe & Central Asia,2019,4.179875994,6.393841926,3.4,15.0555011,0.241146701,1.253962798,15.59075565,15.11999989,2.6,76.68292683,1.77,14.25794627,-0.004423457,0.138532132,4.062944992,0.408847392,0.017466683,0.02478336,0.067673579,1.011240005,81.83204887899998,40
Romania,High Income,Europe & Central Asia,2019,3.817434477,4.420082599,2.38,18.8120269,0.461499197,0.865181952,18.33270241,3.910000086,7.1,75.60731707,1.77,10.59846973,-0.213289559,-0.186415792,3.853163833,0.459240168,0.440403879,0.516311109,0.561702192,0.998179972,81.03172499899999,41
Luxembourg,High Income,Europe & Central Asia,2019,15.30642656,0.220601387,2.34,16.076666,0.612902237,0.903224353,14.44425806,5.590000153,2.8,82.63902439,1.34,8.678359985,2.109230757,1.726294041,2.319925201,1.698431134,1.785245538,1.493499994,1.349190593,0.99267,79.16751177700003,42
Cyprus,High Income,Europe & Central Asia,2019,5.851065608,1.765360762,2.67,27.9050559,0.30109795,0.602195907,13.85334827,7.070000172,2.8,81.397,1.332,13.68255043,0.626630962,0.98665911,5.529428549,1.010613084,0.754275918,1.048578501,0.557369947,0.981190026,79.00159002199999,43
United States,High Income,North America,2019,14.67341061,0.838812891,4.51,15.2526331,0.806962623,2.267566523,15.79180083,3.670000076,6.4,78.78780488,1.706,13.38055038,1.21196878,1.482331276,2.294439078,1.34376359,1.453735709,0.903775811,0.134975299,0.994910002,78.35229559399998,44
Ukraine,Lower Middle Income,Europe & Central Asia,2019,3.936583531,8.965181014,6.95,17.5618831,0.561661019,0.736264832,16.92043046,8.18999958,8.4,71.82731707,1.228,13.15972996,-0.780903399,-0.30889526,3.199503864,-0.202633947,-0.724594474,0.023895197,-1.423575878,0.992589428,77.98365197300004,45
Singapore,High Income,East Asia & Pacific,2019,8.307079491,0.032290819,2.57,34.461925,1.742768431,0.745147468,12.19557804,3.099999905,2.4,83.59512195,1.14,19.47426033,2.156531811,2.212734461,1.095672567,2.160112858,1.870168209,-0.205995977,1.500786424,0.996609986,77.756951183,46
Spain,High Income,Europe & Central Asia,2019,5.09135092,2.468942516,2.64,23.8759295,0.425587554,0.833353869,19.4846195,14.10000038,3.3,83.83170732,1.23,10.05422974,0.694954097,0.995634913,1.983966223,1.048474908,1.019376516,1.037727356,0.310685813,1.021800041,77.73589672000001,47
China,Upper Middle Income,East Asia & Pacific,2019,7.605936961,7.143690278,6.31,19.1246366,0.392159091,0.835478027,12.02211581,4.519999981,7.9,77.968,1.496,11.22999954,-0.289005578,0.563922524,5.950500754,-0.288801491,-0.243998483,-1.628048062,-0.256689161,1.015290022,77.622765493,48
Liechtenstein,High Income,Europe & Central Asia,2019,3.897926458,0.139336819,4.845896739,14.7215909,0.0,0.0,18.04739878,7.684058763,28.56492147,84.16097561,1.48,14.25794627,1.965282917,1.689490318,1.660675535,1.539297819,1.671435118,1.229712009,1.615635753,0.91298002,77.387566116,49
San Marino,High Income,Europe & Central Asia,2019,4.161114426,0.015277476,4.845896739,20.3718182,0.485930447,1.607468924,19.38263477,7.684058763,1.8,71.94023987,2.71318913,15.05992031,-0.07192454,-0.071405694,2.065685147,-0.074645987,-0.074012627,1.163753986,0.898447454,1.005220056,77.26150707,50
Uzbekistan,Lower Middle Income,Europe & Central Asia,2019,3.47554445,24.6144783,8.37,29.6257032,0.499399202,1.607487699,4.754650127,5.849999905,14.8,71.344,2.785,25.59157944,-1.02622211,-0.523717761,5.709632222,-1.030110121,-1.060045958,-1.653113842,-0.284819692,0.991859972,77.15503612099998,51
Georgia,Upper Middle Income,Europe & Central Asia,2019,2.717624226,6.504589187,3.83,15.8705831,0.580620032,1.395100926,14.39327169,11.56999969,9.5,73.47,2.011,13.35789967,0.74641484,0.809545219,4.982350475,1.033326149,0.272518426,0.168719828,-0.488382638,1.00751996,76.44284483199999,52
Thailand,Upper Middle Income,East Asia & Pacific,2019,3.745594941,8.125879722,4.52,31.6871818,0.302631847,0.984324841,13.20834872,0.720000029,9.0,78.975,1.352,17.01423264,-0.450202942,0.303793728,2.151656122,-0.011369891,0.110140085,-0.846768022,-0.483683407,0.995571434,75.82086473099999,53
Costa Rica,Upper Middle Income,Latin America & Caribbean,2019,1.620601418,4.202051163,2.11,28.1893089,0.385482872,0.922405456,9.885492892,11.48999977,8.2,79.427,1.632,24.55101013,0.655114949,0.372309685,2.417511818,0.559621096,0.554161429,1.096023798,0.45229286,1.041319966,74.88411137000001,54
Serbia,Upper Middle Income,Europe & Central Asia,2019,6.616046939,5.954416345,5.04,19.5626875,0.568735255,1.661570841,20.54142818,10.39000034,5.7,75.93658537,1.52,8.604599953,-0.428667545,0.015244282,4.331734906,0.1117725,-0.122518986,-0.046214577,-0.065950118,1.006719947,74.86010938199999,55
Bosnia and Herzegovina,Upper Middle Income,Europe & Central Asia,2019,6.26950657,5.603092123,6.14,17.0645923,0.398725151,1.089055288,17.23088995,15.68999958,5.9,77.241,1.368,14.25794627,-0.625312626,-0.669898689,2.831001308,-0.112791009,-0.20178242,-0.243082657,-0.418754309,0.992589428,74.24501847999998,56
Moldova,Upper Middle Income,Europe & Central Asia,2019,3.325546071,10.17111871,4.83,20.5945399,0.40537132,1.25364831,13.00341439,5.099999905,14.8,70.935,1.78,19.46438026,-0.623985469,-0.412090153,3.683403898,-0.035521571,-0.427145123,-0.099997289,-0.393239886,0.972779989,73.80901224999998,57
Uruguay,High Income,Latin America & Caribbean,2019,1.893006281,6.452670203,2.77,23.6558528,2.286775003,6.049453193,15.16674574,8.880000114,6.7,77.508,1.546,15.14500999,1.226480722,0.671302378,0.350447153,0.622146308,0.629673481,1.226976991,1.038879156,1.057440042,72.85468477299997,58
Israel,High Income,Middle East & North Africa,2019,6.919593718,1.338553005,2.51,33.3131258,0.300419704,1.075767591,11.67314007,3.799999952,3.6,82.80487805,3.01,15.74192047,0.80241847,1.319137335,4.156137989,1.279374123,1.041254997,0.66012001,-0.793371558,1.014299989,71.52895618499998,59
North Macedonia,Upper Middle Income,Europe & Central Asia,2019,3.996737213,8.132291394,3.39,19.1901273,0.26002868,1.131606248,14.2528342,17.26000023,6.8,76.60243902,1.34,14.25794627,-0.434369028,-0.097226731,3.910419538,0.452311516,-0.282343388,-0.01852526,0.004356337,0.990589976,71.18222417299998,60
Greece,High Income,Europe & Central Asia,2019,5.59618907,3.808510288,2.9,22.0630383,0.398262122,0.871140113,21.88048278,17.30999947,4.2,81.63902439,1.34,7.503829956,0.038689494,0.34478572,1.884341785,0.527953088,0.179606944,0.812374592,0.181738213,0.976090014,70.898798189,61
Tonga,Upper Middle Income,East Asia & Pacific,2019,1.524520933,19.63512082,3.42,24.9444585,0.476412802,0.857543078,6.147183672,3.062000036,11.7,70.871,3.315,11.92780018,-0.295294046,0.223588839,0.706483434,-0.301407099,0.504024446,0.633017719,1.03230691,1.048830032,69.67271955800001,62
Armenia,Upper Middle Income,Europe & Central Asia,2019,2.187476318,11.52561074,3.53,16.5653337,0.450258491,0.822519424,12.02424377,18.29999924,11.5,75.439,1.575,10.01000023,-0.203820124,-0.197479233,7.599999999,0.255927444,-0.157182589,0.055480633,-0.413424373,1.03489995,69.10266927399998,63
Kyrgyz Republic,Lower Middle Income,Europe & Central Asia,2019,1.556643256,11.66510823,4.96,11.1303549,0.297388557,0.743471421,4.157223929,6.918000221,18.3,71.6,3.3,16.47274971,-0.936249793,-0.685740709,4.600625666,-0.34816134,-0.895066559,-0.454176247,-0.241771638,0.993589997,68.64227289099998,64
Malaysia,Upper Middle Income,East Asia & Pacific,2019,7.720700215,7.241306822,4.25,28.1876306,0.396902575,1.122118611,6.760912333,3.25999999,8.6,75.76,1.834,17.68560028,0.259306163,1.009139419,4.413190208,0.557341456,0.515538275,-0.048995554,0.143876806,1.040380001,68.466244218,65
North Korea,Low Income,East Asia & Pacific,2019,2.175850956,10.77149544,4.845896739,13.9372297,0.094348996,0.701987589,10.8693404,2.59100008,17.3,73.198,1.84,14.25794627,-1.593940496,-1.397718191,1.660675535,-2.399906874,-1.65111959,-2.20753026,-0.317571074,0.992589428,68.387740006,66
Cuba,Upper Middle Income,Latin America & Caribbean,2019,2.289537296,3.567699269,1.27,29.6870287,0.314579422,0.985269785,15.28634704,1.735000014,5.2,77.611,1.551,14.22594357,0.039371483,-0.17598556,-0.164839982,-1.489474773,-0.325435102,-1.440624952,0.603123069,0.988439977,68.233148822,67
Marshall Islands,Upper Middle Income,East Asia & Pacific,2019,4.024324968,18.45196932,9.74,25.76484716,0.0,0.670720786,3.571548342,7.684058763,31.6,71.94023987,2.71318913,24.80999947,0.045520242,-1.544889212,10.83921368,-1.11773169,0.006693363,1.129039049,0.755261958,1.012809992,67.182533577,68
Maldives,Upper Middle Income,South Asia,2019,4.182292243,4.603988329,2.69,25.76484716,0.019821291,0.257676777,4.272281113,5.340000153,7.0,80.116,1.736,12.05595016,-0.261962295,-0.149831071,7.097466015,-0.496312767,-0.395875484,-0.463316798,0.032002181,0.99188,65.791631759,69
Peru,Upper Middle Income,Latin America & Caribbean,2019,1.728872515,6.853031035,2.6,27.1274364,0.309216846,0.990407799,8.161664541,3.380000114,13.3,76.156,2.242,17.76287079,-0.488679647,-0.09746822,2.240631769,0.53190726,-0.502912223,0.266258627,-0.152364984,0.952740014,65.205745288,70
Belize,Upper Middle Income,Latin America & Caribbean,2019,1.644842482,6.494961721,6.12,28.3439218,0.565414616,1.362135138,4.661715005,6.710999966,12.3,73.931,2.106,22.20202065,-0.16567196,-0.60082376,4.502046385,-0.548786402,-0.836393356,0.50560379,0.063038863,0.98872,64.28411693400001,71
"Micronesia, Fed. Sts.",Lower Middle Income,East Asia & Pacific,2019,1.616103639,23.25449029,5.52,25.2991565,0.269350596,0.448917666,5.2182423,7.684058763,25.4,71.077,2.801,18.10730934,0.714800119,-0.089804634,1.174799228,-0.966226518,0.090361454,1.146417975,1.108844757,0.992589428,63.83023657500001,72
Syrian Arab Republic,Low Income,Middle East & North Africa,2019,1.279215743,40.74104479,10.5,32.5624715,0.158720279,0.847835014,4.494211847,8.772999763,22.2,71.822,2.835,14.25794627,-1.693177938,-1.711564183,1.220705221,-1.760757446,-2.074671745,-1.993762493,-2.72988081,0.992589428,63.408440642,73
Tajikistan,Lower Middle Income,Europe & Central Asia,2019,1.008889049,20.86707336,4.84,11.1203745,0.217414517,0.606190214,3.17687592,7.06099987,33.3,70.867,3.281,18.65759087,-1.330041885,-1.064220309,7.400652432,-1.030121803,-1.237105608,-1.796795249,-0.520874679,0.992589428,63.227754327000014,74
Mauritius,Upper Middle Income,Sub-Saharan Africa,2019,3.294591006,2.707241441,2.13,26.7183391,0.189616745,1.540636091,11.28549487,6.329999924,16.0,74.23585366,1.4,18.67692947,0.241273746,0.89203757,2.891464957,1.023860455,0.720553696,0.754109442,0.809275508,1.024670005,61.919581954,75
Australia,High Income,East Asia & Pacific,2019,15.25361834,2.116188477,4.3,36.1254728,2.402110448,4.975095505,15.93194154,5.159999847,3.7,82.9,1.657,12.84535027,1.822144747,1.564876318,2.171396224,1.872158647,1.726110816,1.267398,0.911745727,0.964070022,61.12008384800001,76
Vietnam,Lower Middle Income,East Asia & Pacific,2019,3.513275505,11.78452616,4.92,28.4376756,0.264782518,0.840287773,8.073652222,2.039999962,21.1,74.093,1.948,14.02956963,-0.524321258,0.043867677,7.359281,-0.364987105,-0.027242661,-1.40561986,0.025495587,0.992589428,60.855789462000004,77
Nepal,Lower Middle Income,South Asia,2019,0.466487529,21.58337276,5.23,21.8786089,0.246943588,0.816786699,5.972242326,3.096999884,29.3,69.558,2.08,12.11302948,-0.666650355,-1.052809358,6.657055428,-0.711373031,-0.536536455,-0.151104942,-0.453802615,1.046489954,60.702086592000015,78
Kazakhstan,Upper Middle Income,Europe & Central Asia,2019,11.45693783,4.466335958,6.27,16.3737901,0.657352001,2.640750941,7.679783972,4.800000191,10.1,73.18,2.9,14.10953045,-0.26295799,0.106465772,4.5,0.118897773,-0.490241528,-1.230172396,-0.168488264,1.01346004,60.36378272400002,79
Sri Lanka,Lower Middle Income,South Asia,2019,1.090675627,7.2562467,1.78,30.5613336,0.112369857,0.37701235,10.44922221,4.349999905,7.2,76.008,2.019,9.899999619,-0.281438768,-0.095113307,-0.220483887,-0.217790633,0.060809005,-0.088468514,-0.217622802,0.992589428,59.615557712000005,80
Cambodia,Lower Middle Income,East Asia & Pacific,2019,0.998288121,20.71187069,4.68,32.5624757,0.291218779,1.122919915,5.015740622,0.147,26.6,70.692,2.402,18.93770027,-1.304018021,-0.571561098,7.054106932,-0.571630478,-0.938387156,-1.220241785,-0.089493863,0.992589428,59.26477302599999,81
Nicaragua,Lower Middle Income,Latin America & Caribbean,2019,0.786323459,15.24823715,4.68,28.1866026,0.520714222,1.413581559,4.952487453,5.210999966,16.6,74.054,2.377,23.95000076,-1.01394856,-0.740191996,-3.779333196,-0.69773221,-1.186471462,-1.098218203,-1.004793763,0.992589428,59.26140359499999,82
Antigua and Barbuda,High Income,Latin America & Caribbean,2019,5.644994745,1.733408833,3.45,28.6454601,0.108557595,2.171151937,9.428821112,7.684058763,6.6,78.691,1.468,8.54749012,0.274131566,-0.007657083,4.862236166,0.483430833,0.400458485,0.733219802,0.953555167,0.992589428,58.22046128900001,83
Samoa,Lower Middle Income,East Asia & Pacific,2019,1.415728803,9.104548751,4.44,25.8116548,0.283145749,1.462919716,4.927668229,8.406000137,17.4,72.157,4.047,15.59646988,0.681556225,0.504421651,4.451858917,-0.205718592,1.162658334,0.778777361,1.157788515,0.992589428,56.92316949400002,84
Ecuador,Upper Middle Income,Latin America & Caribbean,2019,2.265370728,8.800531143,3.26,26.8804789,0.297513685,1.566559466,7.409863518,3.809999943,13.4,77.297,2.088,11.60818005,-0.488086522,-0.34275347,0.012105103,-0.780544877,-0.524804235,0.032742959,-0.232956856,1.024019957,56.767374048,85
Jamaica,Upper Middle Income,Latin America & Caribbean,2019,2.981761622,7.019602139,4.45,27.810439,0.159927613,0.280761817,6.843835661,7.690000057,13.7,71.767,1.37,17.31398964,-0.090190396,0.625826776,0.892291654,0.098426491,-0.287394255,0.614271343,0.397309542,0.992589428,56.644667913999996,86
Guatemala,Upper Middle Income,Latin America & Caribbean,2019,1.162970924,9.412144457,4.24,28.560866,0.296313677,0.625751871,4.756254809,2.190000057,24.5,73.129,2.61,23.75538063,-0.89680624,-0.694045961,4.002315059,-0.319761753,-1.083545089,-0.332797736,-0.573592246,0.97183001,56.420473411,87
Honduras,Lower Middle Income,Latin America & Caribbean,2019,1.026225098,10.75365045,4.3,28.186605,0.316302248,0.770170878,4.00678634,5.699999809,16.8,72.881,2.427,20.11774063,-0.856914759,-0.588127494,2.653066255,-0.482604355,-1.026000142,-0.571716666,-0.575151563,0.992589428,56.378015091,88
Argentina,Upper Middle Income,Latin America & Caribbean,2019,3.740650291,5.318555997,3.35,24.8761522,1.079915241,2.866125826,11.60059823,9.840000153,9.1,77.284,1.994,12.5300703,-0.08366286,-0.096506894,-2.000861003,-0.436932802,-0.408074647,0.572384655,-0.091444202,1.020560026,55.06184308900001,89
Indonesia,Lower Middle Income,East Asia & Pacific,2019,2.299255915,12.71260266,3.16,27.8731431,0.36385842,1.042165639,6.593818247,3.619999886,23.8,70.518,2.215,17.34799957,-0.452071995,0.173593521,5.01928768,0.041040741,-0.323028594,0.132110149,-0.493404567,0.992589428,54.209113880000004,90
Colombia,Upper Middle Income,Latin America & Caribbean,2019,1.61474775,6.410720822,2.51,28.3695332,0.455492758,1.531061325,8.204019269,9.960000038,13.6,76.752,1.765,13.71910954,-0.260884941,0.060806107,3.186855392,0.33172074,-0.371536016,0.205496594,-0.949501574,1.011049986,53.514020847999994,91
Turkiye,Upper Middle Income,Europe & Central Asia,2019,4.753617528,6.408687149,2.61,22.1243817,0.416019399,0.581205339,7.950830268,13.67000008,10.1,77.832,1.967,12.47004032,-0.302947283,0.019244969,0.783610198,-0.003839991,-0.330669433,-0.834260941,-1.371727586,0.970019996,52.58876362,92
Trinidad and Tobago,High Income,Latin America & Caribbean,2019,11.3095457,0.821638943,19.9,27.3433619,0.27632397,4.611978795,10.12776694,3.421999931,17.2,74.228,1.643,10.62077999,-0.233625844,0.119822189,0.110394047,-0.17990151,-0.149334028,0.598354816,0.100833662,0.992589428,51.25110833699999,93
Tuvalu,Upper Middle Income,East Asia & Pacific,2019,0.912741856,10.77149544,2.61,28.54,0.0,0.912741856,5.823293173,7.684058763,22.7,64.278,3.199,14.25794627,0.408475995,-0.619882762,13.79310345,-0.491710365,0.568812311,1.195989728,1.19691658,1.017560005,50.86145735000001,94
Iran,Lower Middle Income,Middle East & North Africa,2019,7.277950876,13.32486917,11.12,33.8744217,0.430894055,2.468456796,6.805110385,10.73999977,13.4,76.103,1.77,21.24616051,-1.052306056,-0.556162298,-2.658206662,-1.425855398,-0.751262248,-1.386909604,-1.706922054,0.992589428,50.092381975999984,95
Panama,High Income,Latin America & Caribbean,2019,3.151777743,2.186922328,1.54,27.8105023,0.309507406,1.171875378,8.143978592,4.725999832,14.8,77.81,2.375,10.09027004,-0.623118281,0.130315572,2.979772001,0.392861158,-0.172175571,0.600345254,0.303619921,0.992589428,50.030717783000014,96
El Salvador,Lower Middle Income,Latin America & Caribbean,2019,1.241995331,5.146433522,3.37,31.9386135,0.186299295,0.554120983,8.024364445,4.170000076,13.3,72.559,1.838,12.44863987,-0.51704824,-0.514914095,2.437471578,-0.021172982,-0.847973704,0.119141504,-0.106418103,0.992589428,49.86108403799999,97
Cabo Verde,Lower Middle Income,Sub-Saharan Africa,2019,1.126457855,4.632906038,2.6,33.9348804,0.103980729,0.1559711,5.30153952,12.21899986,14.9,76.004,1.932,15.15369987,0.87260592,0.291506767,5.66775246,-0.017360443,0.472124577,0.952357113,0.873942554,1.005689979,49.43847441100002,98
Philippines,Lower Middle Income,East Asia & Pacific,2019,1.3174392,8.820323747,2.68,28.687138,0.127467816,0.58642446,5.072536412,2.24000001,27.1,71.865,2.805,18.14093018,-0.585154712,0.092971556,6.118525662,0.114578158,-0.552665591,0.006514435,-0.915112436,1.025194764,49.02017268899999,99
St. Vincent and the Grenadines,Upper Middle Income,Latin America & Caribbean,2019,2.477983974,7.005770561,2.48,24.895019,0.095307079,0.667149559,10.48478177,19.28000069,14.6,72.835,1.838,14.25794627,0.795019031,0.310075104,0.404010393,0.268908799,0.475298375,0.899553359,0.953555167,0.992589428,48.309047955,100
Barbados,High Income,Latin America & Caribbean,2019,4.46141766,1.300652674,3.54,30.0687701,0.142765365,8.387464861,14.62401782,8.409999847,12.6,77.257,1.623,10.77849007,1.192611575,0.626334429,-0.131147253,0.410327405,0.3524023,1.102835178,1.049227476,0.998679996,47.408013837,101
Seychelles,High Income,Sub-Saharan Africa,2019,6.248399634,2.032090484,3.08,26.296093,0.0,0.921895043,7.40089583,7.684058763,14.3,74.04634146,2.36,11.13055992,1.211095452,0.661006391,3.09986953,0.04249984,0.280158222,0.313407987,0.682731926,1.054939985,47.22515058699998,102
Morocco,Lower Middle Income,Middle East & North Africa,2019,1.968907009,10.84240174,3.34,32.1258943,0.244873846,0.334945548,6.874118521,9.279999733,19.5,74.27,2.382,15.46755981,-0.339404434,-0.201040924,2.890974761,-0.141041234,-0.247476295,-0.628879964,-0.339893311,0.951110005,46.901808239,103
Brazil,Upper Middle Income,Latin America & Caribbean,2019,2.050685078,4.205014096,3.93,29.1868937,0.85960679,2.035433702,8.995409204,11.93000031,14.9,75.338,1.703,15.95808029,-0.386171013,-0.206858993,1.220777824,-0.109311007,-0.20343326,0.302300245,-0.713788211,1.009909987,46.67430958199999,104
